pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgment
5751	The man is playing a game on the grass	There is no man playing a game on the grass	3.6	CONTRADICTION
5752	The rhino is grazing on the grass	The animal is grazing on the grass	4.4	ENTAILMENT
5753	The rhino is grazing on the grass	There is no rhino grazing on the grass	2.8	CONTRADICTION
5755	The man is playing a game on the grass	There is no rhino grazing on the grass	1.7	NEUTRAL
5756	The man is playing a game on a lawn	The rhino is grazing on the grass	1	NEUTRAL
5758	The man is playing a game on the grass	The rhino is grazing on the grass	1.9	NEUTRAL
5761	A woman is talking to a man	A man is talking to a woman	4.5	ENTAILMENT
5762	A woman is cracking eggs	A woman is breaking eggs	4.8	ENTAILMENT
5764	A man is talking to a woman	A woman is breaking eggs	1.1	NEUTRAL
5765	A man is cracking eggs	A man is talking to a woman	1.8	NEUTRAL
5768	A woman is talking to a man	A woman is cracking eggs	1.6	NEUTRAL
5770	A bicycle is being ridden by a man	A man is riding a bicycle	4.8	ENTAILMENT
5772	A man is riding an electric bicycle	A person is riding an electric bicycle	4.5	ENTAILMENT
5773	A man is riding an electric bicycle	There is no man riding an electric bicycle	3.5	CONTRADICTION
5776	A man is riding an electric bicycle	A bicycle is being ridden by a man	4.6	ENTAILMENT
5777	A man is riding an electric bicycle	A man is not riding a bicycle	2.6	CONTRADICTION
5779	A cat is jumping into a container	A cat is jumping into a box	4.4	ENTAILMENT
5781	A boy is talking to a leaf	A young man is talking to a leaf	4.4	ENTAILMENT
5787	A cat is jumping into a box	A young man is talking to a leaf	1	NEUTRAL
5788	A fish is being cut by a man	A man is cutting a fish	4.9	ENTAILMENT
5791	A man is slicing a fish	A woman is slicing a fish	3.6	NEUTRAL
5792	A man is cutting a fish	A fish is being sliced by a man	4.8	ENTAILMENT
5794	A man is slicing a fish	A fish is being cut by a man	4.4	ENTAILMENT
5797	A person is frying some food	A person is cooking some food	4.3	ENTAILMENT
5801	A potato is being peeled by a person	A person is frying some food	2.3	NEUTRAL
5810	A man is rowing a boat	A man is shooting with a weapon	1.1	NEUTRAL
5811	A man is shooting with a bow	A man is rowing a boat	1.6	NEUTRAL
5812	A man is shooting with a gun	A man is rowing a canoe	1.8	NEUTRAL
5813	A man is shooting with a gun	A woman is rowing a boat	1	NEUTRAL
5815	A woman is cutting a tomato	A woman is slicing a tomato	4.8	ENTAILMENT
5816	A man is cutting a tomato	A woman is cutting a tomato	3.5	NEUTRAL
5819	A woman is cutting a tomato	A woman is dancing near a fireplace	1.4	NEUTRAL
5820	There is no woman dancing near a fire	A woman is cutting a tomato	1.3	NEUTRAL
5821	A woman is slicing a tomato	A woman is dancing near a fire	1.1	NEUTRAL
5822	A man is cutting a tomato	A woman is dancing near a fire	1.1	NEUTRAL
5823	A woman is cutting a tomato	A woman is dancing near a fire	1.5	NEUTRAL
5824	A guitar is being played by a girl	A girl is playing a guitar	4.8	ENTAILMENT
5825	A girl is playing a guitar	A boy is playing a guitar	4	NEUTRAL
5828	A guitar is being played by a man	A girl is playing a guitar	3.4	NEUTRAL
5829	A girl is playing a guitar	A man is not playing a guitar	3.1	NEUTRAL
5834	A man is diving off a cliff	There is no man diving off a cliff	4	CONTRADICTION
5835	A man is riding a motorcycle	A motorcycle is being ridden by a man	5	ENTAILMENT
5839	A man is riding a motorcycle	A man is diving off a rock	1.4	NEUTRAL
5841	A man is diving off a cliff	A man is riding a motorcycle	1.7	NEUTRAL
5842	The man is playing the guitar	The man is playing the instrument	4.4	ENTAILMENT
5845	There is no man playing the guitar	The man is playing the guitar	4.2	CONTRADICTION
5846	The man is playing the guitar	The person is playing the guitar	4.5	ENTAILMENT
5847	The man is playing the guitar	There is no man playing the guitar	3.1	CONTRADICTION
5848	The man is playing the guitar	The man is playing the instrument	4.4	ENTAILMENT
5851	A woman is boiling noodles in water	Noodles are being boiled in water by a woman	4.8	ENTAILMENT
5852	A woman is boiling noodles in water	A man is boiling noodles in water	4	NEUTRAL
5853	Someone is stirring noodles in the water	Someone is stirring food in the water	4.5	ENTAILMENT
5855	A woman is boiling noodles in water	Someone is stirring food in the water	3.6	ENTAILMENT
5857	Someone is stirring noodles in the water	Noodles are being boiled in water by a woman	4	NEUTRAL
5859	A woman is boiling noodles in water	Someone is stirring noodles in the water	4.2	NEUTRAL
5860	The women are singing and dancing	The persons are singing and dancing	4.5	ENTAILMENT
5861	The women are not singing and dancing	The women are singing and dancing	3.9	CONTRADICTION
5864	Two women are dancing and singing in front of many people	The women are singing and dancing	4.5	ENTAILMENT
5865	Two men are dancing and singing in front of a crowd	The women are singing and dancing	3.1	NEUTRAL
5867	The women are not singing and dancing	Two women are dancing and singing in front of a crowd	3.6	NEUTRAL
5874	A lemur is biting a person's finger	An animal is biting someone's finger	4.4	ENTAILMENT
5875	An animal is biting a person's finger	An animal is biting someone's finger	5	ENTAILMENT
5876	A lemur is licking a person's finger	An animal is biting someone's finger	3.3	NEUTRAL
5879	A man is skateboarding on a half pipe	A girl is skateboarding on a half pipe	3.835	NEUTRAL
5882	A skateboarder is doing acrobatics on a half pipe	A man is skateboarding on a half pipe	3.9	ENTAILMENT
5883	A man is skateboarding on a half pipe	A skateboarder is falling off a half pipe	3.6	NEUTRAL
5885	A girl is skateboarding on a half pipe	A skateboarder is doing tricks on a half pipe	4	NEUTRAL
5886	A skateboarder is doing tricks on a half pipe	A man is skateboarding on a half pipe	4.4	ENTAILMENT
5887	A big dog is running on the ground	A dog is running on the ground	4.2	ENTAILMENT
5890	A girl is tapping her fingernails	A boy is tapping his fingernails	3.685	NEUTRAL
5894	A dog is sitting on the ground	A girl is tapping her fingernails	1	NEUTRAL
5895	A dog is running on the ground	A girl is tapping her fingernails	1	NEUTRAL
5898	A man and a woman are driving down the street in a jeep	Two persons are driving down the street in a jeep	4.5	ENTAILMENT
5899	A man and a woman are driving down the street in a jeep	A man and a woman are not driving down the street in a jeep	4.4	CONTRADICTION
5900	A man and a woman are driving down the road in an open-air vehicle	Two persons are driving down the street in a jeep	4.1	NEUTRAL
5901	A man and a woman are not driving down the street in a jeep	A man and a woman are driving down the road in an open-air vehicle	4.4	NEUTRAL
5902	A man and a woman are driving down the street in a jeep	A man and a woman are driving down the road in a car	4.3	ENTAILMENT
5905	Ingredients are being poured into a bowl by a woman	A woman is pouring ingredients into a bowl	4.815	ENTAILMENT
5906	There is no woman pouring ingredients into a bowl	A woman is pouring ingredients into a bowl	4	CONTRADICTION
5907	The chef is seasoning the oil	The woman is seasoning the oil	4.1	NEUTRAL
5911	Ingredients are being poured into a bowl by a woman	The woman is seasoning the oil	3.3	NEUTRAL
5918	A person is riding a horse	Potatoes are being sliced by a woman	1	NEUTRAL
5919	A person is riding a horse	There is no woman slicing potatoes	1	NEUTRAL
5922	A woman is slicing potatoes	A person is riding a horse	1	NEUTRAL
5923	The man is training	The man is doing exercises	3.9	NEUTRAL
5928	Two men are hugging	The man is doing exercises	1.4	NEUTRAL
5931	Two men are fighting	The man is doing exercises	2	NEUTRAL
5936	A man is putting vegetables into a pot	Someone is adding ingredients to a pot	4.3	ENTAILMENT
5937	Nobody is pouring ingredients into a pot	A man is putting vegetables into a pot	3.6	CONTRADICTION
5941	The man is standing on a rocky mountain and gray clouds are in the background	The man is standing on a mountain, which is rocky, and gray clouds are in the background	4.7	ENTAILMENT
5943	A person with a back pack, who is topless, is in front of a pile of rocks and clouds are in the background	A topless person with a back pack is in front of a pile of rocks and clouds are in the background	5	ENTAILMENT
5944	A topless person with a back pack is in front of a pile of rocks and clouds are in the background	A fully dressed person is behind a pile of rocks and a clear sky is in the background	2.7	NEUTRAL
5947	The man is standing on a rocky mountain and gray clouds are in the background	A fully dressed person is behind a pile of rocks and a clear sky is in the background	3	NEUTRAL
5948	The man is standing on a rocky mountain and gray clouds are in the background	A black topless person is packing a pile of rocks and a front of clouds are in the background	2.9	NEUTRAL
5952	The dog is catching a ball	A dog is catching a ball	5	ENTAILMENT
5956	A dog is catching a ball	A dog is furiously chasing a ball through dirt	4.1	NEUTRAL
5960	A dog is chasing a ball through dirt	A dog is catching a ball	3.4	ENTAILMENT
5964	A child, who has blond hair, is holding a yellow bottle	A blond child is holding a yellow bottle	4.9	ENTAILMENT
5965	A blond child is holding a yellow bottle	There is no blond child holding a yellow bottle	3.7	CONTRADICTION
5966	A child, who has blond hair, is holding a yellow bottle	A boy in a blue shirt has dirt on his face	1.5	NEUTRAL
5968	A boy in a blue dyed shirt has dirt on his face	A blond child is holding a yellow bottle	1.1	NEUTRAL
5970	A blond child is holding a yellow bottle	A boy has a blue face and dirt on the shirt	1.8	NEUTRAL
5975	The man in a hat suited for cowboys is walking through a market and is putting a hand in his pocket	The man in a cowboy hat is walking through a market and is putting a hand in his pocket	4.8	ENTAILMENT
5976	The man in a cowboy hat is walking through a market and is putting a hand in his pocket	The man in a cowboy hat is not walking through a market and is not putting a hand in his pocket	3.6	CONTRADICTION
5977	The man in a hat suited for cowboys is walking through a market and is putting a hand in his pocket	A man in a hat is walking through a store	3.9	ENTAILMENT
5978	A man in a hat is walking through a store	The man in a cowboy hat is not walking through a market and is not putting a hand in his pocket	2.5	NEUTRAL
5979	A man in a hat is pacing through a store	The man in a cowboy hat is walking through a market and is putting a hand in his pocket	3.1	NEUTRAL
5982	A man in a hat is walking through a store	The man in a cowboy hat is walking through a market and is putting a hand in his pocket	4.1	NEUTRAL
5983	A large white crane is flying near the water	A crane, which is large and white, is flying near the water	4.9	ENTAILMENT
5986	A white bird is swiftly taking off from the water	A white bird is landing swiftly in the water	3.6	NEUTRAL
5987	The land near a white bird is being watered swiftly	A white bird is landing swiftly in the water	2.9	NEUTRAL
5988	The white bird is landing swiftly in the water	A large white crane is flying near the water	3.5	NEUTRAL
5989	A large white crane is flying near the water	A white bird is swiftly taking off from the water	4.1	NEUTRAL
5990	The land near a white bird is being watered swiftly	A large white crane is flying near the water	2.2	NEUTRAL
5991	A white bird is landing swiftly in the water	A crane, which is large and white, is flying near the water	4.2	NEUTRAL
5992	A large white crane is flying far above the water	A white bird is landing swiftly in the water	2.9	NEUTRAL
5996	A dog with golden fur is in the water	A dog with a golden coat is in the water	4.9	ENTAILMENT
6000	A dog with golden fur is in the water	A brown dog is calmly standing in the water	3.915	NEUTRAL
6006	The girl is carrying a sign and a group of people is following her	The girl is carrying a sign and is being followed by a group of people	4.9	ENTAILMENT
6007	The girl is carrying a sign and a group of people is following her	The girl is not carrying a sign and no group of people is following her	3.7	CONTRADICTION
6014	One man in a big city is holding up a sign and begging for money	A man in a big city is holding a sign and begging for money	5	ENTAILMENT
6015	A man in a big city is holding a sign and begging for money	A man in a small city is doing charity work	2.8	NEUTRAL
6017	A homeless man is holding up a sign and is begging for money	A homeless man is holding up a sign and is pitifully begging for money	4.9	ENTAILMENT
6020	A man in a big city is holding a sign and begging for money	A homeless man is putting down a sign and refusing some charity	3	NEUTRAL
6022	A homeless man is holding up a sign and is begging for money	A man in a small city is doing charity work	2.4	NEUTRAL
6027	A dog is chasing the tail of an animal in the grass	The tail of an animal is being chasing by a dog in the grass	4.9	ENTAILMENT
6028	A dog is walking away from the tail of an animal in the grass	A dog is chasing the tail of an animal in the grass	3.1	NEUTRAL
6029	A small dog is chasing a large brown cow	The tail of an animal is being chasing by a dog in the grass	2.9	NEUTRAL
6030	A small dog is chasing a large brown cow	A dog is walking away from the tail of an animal in the grass	2.5	NEUTRAL
6032	There is no small dog chasing a large brown cow	A dog is chasing the tail of an animal in the grass	3.3	NEUTRAL
6035	The small child is wading through the water and is being guided by another person	The small child is not wading through the water and is not being guided by another person	4.5	CONTRADICTION
6037	A young child is splashing in the water	There is no young child splashing in the water	4	CONTRADICTION
6038	A young child is watering a plant with splashes	A young child is splashing in the water	3.5	NEUTRAL
6041	The small child is wading through the water and is being guided by another person	A young child is watering a plant with splashes	2	NEUTRAL
6044	The small child is wading through the water and is being guided by another person	A young child is splashing in the water	3.5	NEUTRAL
6045	A woman is looking curiously at a man	A man is being curiously looked at by a woman	4.4	ENTAILMENT
6050	A woman is looking curiously at a man	A man and a woman are outside and are wearing light colored shirts	1.6	NEUTRAL
6051	A man is being curiously looked at by a woman	A man and a woman are in a beige room, wearing dark colored shirts and a monitor is in the background	2.7	NEUTRAL
6052	A woman is ignoring a man	A man and a woman are in a beige room, wearing dark colored shirts and a monitor is in the background	1.9	NEUTRAL
